951689.695301571	4713923.61829544
951755.072976576	4713992.64090478
951800.625961086	4713993.47392096
951805.923427655	4714012.41959255
951860.435178967	4714023.42817982
951909.902804145	4714016.96213186
951908.672082473	4714040.44814365
951948.774978104	4714059.52071431
951981.447982154	4714053.4591099
951960.861984869	4714093.06094657
952025.344298303	4714093.00116029
952017.268829574	4714168.92120316
951980.726019145	4714163.93556411
951929.352688111	4714190.81742793
951928.722029257	4714224.75173944
951835.447716341	4714208.0790098
951834.51188883	4714174.04306932
951824.866135447	4714128.82451152
951712.300267691	4714205.21022732
951715.828991949	4714267.9490147
951671.156302183	4714264.07903076
951530.624559772	4714254.81694538
951442.508213208	4714246.99921008
951384.533192678	4714228.24576115
951372.854989871	4714362.85711935
951430.162507408	4714396.60207361
951429.722416331	4714459.05924505
951422.321245757	4714509.39698785
951344.696208122	4714524.26972644
951329.922603236	4714440.96755777
951274.526668838	4714424.16533535
951227.963754535	4714264.39665878
951178.754707161	4714263.3717045
951144.6185591	4714249.78315692
951131.096109148	4714192.98387359
951059.546205066	4714191.29079375
951039.508760236	4714247.11659821
951079.19515327	4714249.93058915
951111.838647715	4714270.96921431
951097.854843556	4714403.09665612
951098.449935411	4714428.38985779
951209.684510961	4714434.68182642
951212.443843364	4714508.26789945
951261.880196877	4714508.58248532
951262.264039693	4714593.16828141
951199.790320953	4714596.71549821
951201.929083368	4714566.55372642
951117.568716627	4714563.76265764
951108.820400819	4714529.63803889
951023.322933994	4714520.38461227
951029.840083095	4714405.97503884
950957.380000212	4714392.85987611
950917.6936703	4714390.04582019
950910.746288161	4714330.52200089
950831.036005066	4714329.65631923
950756.08814822	4714329.12832121
950742.476466776	4714318.5905551
950625.443921266	4714281.5744058
950621.267587322	4714317.97321664
950586.343756282	4714315.49688831
950584.542783629	4714340.89609063
950557.105954047	4714345.33235563
950555.906724562	4714362.24505799
950687.259926471	4714542.37330799
950855.998720664	4714693.93935648
951033.041318485	4714915.89541626
951141.757584145	4715023.32019512
951230.630584687	4715129.3380275
951284.789606045	4715256.1611548
951303.530834404	4715413.71109928
951371.647969427	4715537.6640004
951282.846679706	4715834.76510449
951257.520201812	4715854.17887257
951155.723238784	4715977.25348535
951085.881513789	4716137.16230383
951027.896159409	4716269.111676
950864.141823114	4716567.89169591
950823.738714995	4716647.38943191
950817.309905457	4716660.03883239
950743.615894365	4716805.0396824
950713.283604758	4716917.75949715
950726.421109502	4716942.73391472
950699.765806453	4717039.16574322
950677.577748607	4717112.04547017
950667.023674861	4717170.8597468
950679.779222298	4717219.77128653
950688.446722663	4717221.06741154
950694.119652507	4717218.87727812
950703.624455365	4717213.14022276
950703.695395555	4717212.1402571
950708.837104359	4717210.4950266
950716.907770704	4717210.06258219
950720.425366973	4717209.77483799
950721.765719578	4717212.41721481
950724.049412081	4717208.5592316
950728.333036371	4717204.8431284
950729.333002339	4717204.91406852
950732.47478054	4717203.12695685
950731.687634766	4717200.05611874
950736.113139078	4717194.34008262
950736.325959007	4717191.34018442
950735.396932892	4717190.2692784
950734.609786613	4717187.1984403
950735.609752671	4717187.26938021
950742.680455339	4717186.76599346
950746.467500246	4717190.0496517
950750.396425157	4717191.33337775
950753.396323936	4717191.54619767
950759.32518183	4717192.9718039
950768.041119312	4717197.61012974
950769.04108577	4717197.6810698
950775.82803103	4717201.1775499
950781.969710713	4717199.60325735
950784.898670515	4717200.8160443
950789.827563801	4717202.17071159
950791.614676789	4717205.31249205
950794.614577031	4717205.52531257
950800.827198351	4717202.95105314
950808.685053135	4717205.51850826
950808.755993315	4717204.51854133
950812.826801344	4717203.80233505
950814.826735346	4717203.9442154
950819.181304238	4717199.22814078
950824.252079855	4717198.58287426
950829.251915663	4717198.93757487
950833.109904241	4717201.22126985
950835.322659155	4717198.36324837
950838.464441236	4717196.57613414
950840.109675189	4717201.71785097
950845.109511944	4717202.07255182
950852.322104412	4717199.56923068
950853.322071887	4717199.64017083
950863.463627629	4717198.34963722
950865.605443136	4717196.49158224
950868.534405958	4717197.70437029
950868.676286214	4717195.70443495
950871.747129398	4717194.91728759
950930.192675277	4717181.81755482
950980.411362532	4717158.63138737
951102.725165032	4717073.02180339
951293.554695269	4716841.92390902
951489.217823475	4716602.65875523
951608.891151601	4716475.00234966
951764.953317172	4716254.19927659
951851.225607339	4716147.57289775
951974.032227855	4716050.71719108
952066.072989141	4715877.75596056
952120.178384461	4715710.29593772
952146.98182611	4715650.37637183
952273.831595257	4715650.06360137
952482.700322375	4715653.98100244
952540.99518591	4715671.48160393
952615.300416401	4715635.24964437
952676.700247384	4715640.61711919
952788.049705117	4715645.32344819
952840.549506694	4715647.45143645
952950.580045394	4715628.46069727
952987.688093148	4715559.56962298
952986.318249168	4715466.4028232
952984.216553592	4715421.04851525
952931.675363521	4715412.0039994
952831.134150107	4715404.87356586
952691.093461474	4715392.28270011
952538.207627349	4715428.52563793
952470.196585116	4715442.22627607
952378.49409721	4715497.94589861
952312.144029603	4715582.90638535
952262.427765597	4715582.25130183
952241.562995277	4715584.121809
952220.747523955	4715569.23210854
952261.891258107	4715413.16313532
952350.901454497	4715402.59346076
952425.761786234	4715384.1017785
952517.389193082	4715329.44032157
952568.391289295	4715285.19323051
952651.724959251	4715272.48932576
