952687.265258898	4715296.28278457
952715.35737143	4715368.31675021
952899.241798754	4715381.35785211
952903.323684702	4715351.51489432
952916.472851841	4715291.17039106
952972.41539508	4715247.03312144
952977.499589399	4715234.00782085
953006.851652485	4715240.80574681
953021.437167588	4715233.13510334
953060.744244737	4715248.58498622
953125.941386043	4715243.75716698
953148.165949096	4715271.04813822
953174.303323778	4715273.6994904
953179.617371598	4715243.76217551
953205.129881791	4715243.97598009
953211.749963707	4715218.11998206
953245.014050751	4715187.77155811
953267.630259775	4715136.2516723
953281.300082284	4715074.73127728
953307.852252488	4715075.28469118
953320.752507834	4714987.11826174
953330.01293571	4714987.77496819
953344.565038744	4714988.80693575
953352.868303202	4714965.46347533
953348.017147832	4714902.62959458
953321.934032739	4714895.46164454
953321.821158957	4714859.55522283
953299.509639056	4714836.69989876
953166.769678217	4714823.15583564
953152.324233915	4714825.80893284
952992.62743455	4714815.29498321
952977.740655038	4714780.64303733
952886.45971468	4714774.17004908
952877.895404906	4714804.16373479
952869.426370197	4715011.33025241
952894.249564431	4715012.27010296
952888.773645883	4715076.23935152
952853.545912402	4715069.87875476
952803.181620578	4715067.63670602
952801.652078712	4715032.95960467
952744.391844868	4715034.21723669
952741.070315479	4715006.06089223
952712.24783073	4715000.02826779
952681.82100989	4714997.87055834
952685.126715864	4714951.25507819
952665.969731489	4714947.81305098
952662.869823997	4714898.77114568
952694.303949285	4714826.49373618
952768.981016422	4714742.16515253
952854.574615662	4714680.38961591
952969.328433116	4714587.44582528
953034.0828387	4714583.16661496
953058.535627833	4714569.89384549
953349.963431324	4714574.9308801
953350.008163658	4714532.32944142
953441.124753411	4714514.71042123
953450.337085476	4714422.29358311
953487.340314358	4714350.46133297
953499.592859679	4714290.16976439
953412.260730267	4714246.74931402
953302.940054517	4714198.35797867
953279.910668755	4714125.68102914
953206.183060963	4714077.90720416
953129.03981576	4714003.29994335
953090.438969593	4713910.1525156
953113.125880122	4713927.71586617
953175.539217649	4714022.55171958
953274.224383968	4714093.36818072
953377.798221409	4714173.63433036
953398.824567244	4714211.2277474
953496.927681761	4714252.75273853
953580.281464716	4714277.27709865
953669.282909131	4714259.65553291
953660.076615288	4714243.64680634
953595.069886692	4713894.31800561
953516.397982767	4713878.768215
953460.593939691	4713775.09371097
953392.675213288	4713687.68046231
953405.703218755	4713611.65342006
953445.551602554	4713471.54969242
953579.954186218	4713451.16301953
953594.09668334	4713392.33486214
953564.515980471	4713293.84366689
953554.075625102	4713206.68127196
953453.893752889	4713166.33974253
953276.471762257	4713137.14214968
953237.407385187	4713408.05565693
953162.950368047	4713331.85318536
953027.301988864	4713229.16687494
952928.293091242	4713172.28915008
952782.069309799	4713171.89458037
952611.757027362	4713183.08785484
952463.65809593	4713209.15139125
952377.903694261	4713199.74806001
952201.55822184	4713230.43368046
952118.403185614	4713221.87945717
952090.652061905	4713275.75315784
952084.914732407	4713331.5248448
952146.228820254	4713338.41510976
952074.529082225	4713400.62999347
951866.149893411	4713460.59876838
951848.577457945	4713522.3636859
951838.912014618	4713556.33643786
951826.756810059	4713599.06029489
951689.695301571	4713923.61829544	0
